image_id,group,domain,set,final_rank,class_score,iou,level,src_y,src_x,flat,box,kp_median,kp_p90,kp8_median
G__f29160,S+,SYNTH,,0,0.9044677019119263,0.8989415075226306,P4,12,20,5300,"[426.778076171875, 260.4515686035156, 487.5549621582031, 319.82232666015625]",2.8453124413154858,5.915137563357465,2.7243851569017936
G__f29195,S+,SYNTH,,0,0.9708560705184937,0.9850525666755201,P5,11,13,7033,"[428.7071533203125, 344.3954772949219, 694.162353515625, 578.7286987304688]",208.57859582966583,234.6630003670138,209.6305235937739
G__f29225,S+,SYNTH,,0,0.9621076583862305,0.9651637597827754,P4,18,20,4900,"[526.1793212890625, 495.8140563964844, 638.2101440429688, 579.9701538085938]",2.10675129379694,4.631608910619602,2.366958418342665
G__f29291,S+,SYNTH,,0,0.9726166129112244,0.9740327274349811,P5,3,9,6869,"[296.15313720703125, 82.41204833984375, 552.3292236328125, 188.403076171875]",2.05863154123909,4.427221036296824,1.823271239075508
G__f29294,S+,SYNTH,,0,0.5837952494621277,0.9492993761138041,P5,11,7,6227,"[212.87615966796875, 392.73333740234375, 462.6639099121094, 663.1311645507812]",3.930868268726554,9.271979929294732,4.499934686635291
G__f29303,S+,SYNTH,,0,0.9699338674545288,0.9758188223313761,P5,8,9,6969,"[345.3741455078125, 269.29351806640625, 490.6679992675781, 415.01190185546875]",0.8568424018116977,1.4709594069079106,0.8718994985662417
G__f29305,S+,SYNTH,,0,0.973599374294281,0.9858837738389937,P5,6,5,6925,"[84.62782287597656, 185.72479248046875, 353.6013488769531, 358.2821350097656]",2.6167965932801054,5.316305880626746,3.2127046613182495
G__f29309,S+,SYNTH,,0,0.9722621440887451,0.9703280949560511,P5,13,9,8269,"[299.442138671875, 447.2516784667969, 461.4977722167969, 589.9126586914062]",1.4857499196814876,2.4568711288767044,1.445870685230805
G__f2931,S+,SYNTH,,0,0.8745806217193604,0.9322648916346484,P5,8,4,6964,"[36.27238082885742, 326.2541809082031, 354.9352111816406, 379.62115478515625]",3.597584120425606,8.989274085165718,3.746198388963286
G__f29326,S+,SYNTH,,0,0.955960750579834,0.958689697839325,P5,7,9,8149,"[315.3459777832031, 256.85992431640625, 447.69207763671875, 321.8894348144531]",1.756133022382021,2.567275091768193,1.7797258392940312
G__f29337,S+,SYNTH,,0,0.9625383019447327,0.9388898191046101,P5,10,9,8209,"[184.2003936767578, 286.0489501953125, 563.708740234375, 542.8756103515625]",3.3260735153400764,24.20738958209534,3.2277653257837216
G__f29341,S+,SYNTH,,0,0.9583321213722229,0.9657028964522442,P5,5,7,5307,"[336.70623779296875, 270.3721618652344, 496.0678405761719, 391.9293518066406]",2.2337704550411726,2.7935811997784263,2.2564188603328788
G__f29355,S+,SYNTH,,0,0.9519068002700806,0.9742215246741315,P4,14,20,6020,"[381.47607421875, 258.90020751953125, 456.990478515625, 317.35760498046875]",38.484121590616695,53.387398815582685,44.77819688129537
G__f29422,S+,SYNTH,,0,0.8360480666160583,0.8806543243845141,P4,13,20,6940,"[346.82763671875, 254.5545654296875, 409.76025390625, 266.3044738769531]",1.7869648613282074,2.3182861555644365,1.8032404100155386
G__f29427,S+,SYNTH,,0,0.6620849967002869,0.9740163482870359,P5,9,6,6986,"[144.41650390625, 302.87921142578125, 345.4839782714844, 509.4831848144531]",3.2492724928147414,443.8789050257498,3.517503712829878
G__f29447,S+,SYNTH,,0,0.9646382331848145,0.9885465196567188,P5,9,14,6194,"[539.0023193359375, 344.3913269042969, 846.4915161132812, 572.3692016601562]",2.2737956219222846,3.760943824842569,2.2882877433672615
G__f29452,S+,SYNTH,,0,0.9731206893920898,0.986420026282183,P5,10,9,7009,"[205.26309204101562, 322.24786376953125, 644.7415161132812, 582.3641967773438]",2.727551155080261,5.706720089395932,2.9444140331292896
G__f29498,S+,SYNTH,,0,0.7370728254318237,0.8875842775700246,P5,8,9,6969,"[158.0506134033203, 189.25050354003906, 685.8504028320312, 518.0486450195312]",27.68102616187414,52.914836688865506,31.796774749817843
G__f2953,S+,SYNTH,,0,0.9703858494758606,0.9833321324661803,P5,8,9,6969,"[339.8324279785156, 264.49334716796875, 502.93536376953125, 421.21697998046875]",1.0149348732241243,1.500131471453013,0.9656683047929373
G__f29539,S+,SYNTH,,0,0.9534406065940857,0.9833647090097765,P5,8,13,6973,"[465.7348937988281, 322.8517150878906, 750.8298950195312, 383.92022705078125]",2.901714160891145,4.058579248344334,2.7313828632422776
G__f29546,S+,SYNTH,,0,0.9435453414916992,0.9685784359620685,P4,17,25,4865,"[659.9453735351562, 461.6672668457031, 774.9005126953125, 533.5406494140625]",1.6797596491051952,2.5117277081524634,1.713685989579718
G__f29594,S+,SYNTH,,0,0.9595895409584045,0.9561529885180517,P5,6,9,5329,"[527.1716918945312, 317.086669921875, 633.3150024414062, 423.3152770996094]",2.1351484817721906,2.9103207676190266,2.1576626803224066
G__f29605,S+,SYNTH,,0,0.9598537087440491,0.9467593371779911,P5,13,9,7069,"[340.3977355957031, 502.55047607421875, 505.8215026855469, 622.5960693359375]",1.5029597305621698,5.515419499074492,1.5267274837207396
G__f29610,S+,SYNTH,,0,0.8867892026901245,0.8510774408389472,P4,12,20,5940,"[379.0765075683594, 238.70196533203125, 461.87359619140625, 266.7449951171875]",2.347406196802903,4.676768853923319,2.7487836064812274
G__f29614,S+,SYNTH,,0,0.9631267786026001,0.9636152832728297,P5,5,9,6109,"[300.0694885253906, 218.59886169433594, 638.281005859375, 354.4427185058594]",3.606245094810099,6.070399013568267,3.8140330383679513
G__f29628,S+,SYNTH,,0,0.8494388461112976,0.7731154718937172,P4,21,32,7272,"[569.7611083984375, 390.2728576660156, 671.54248046875, 416.1508483886719]",4.812824328538086,11.714787789342422,4.4164918089031335
G__f29633,S+,SYNTH,,0,0.45882973074913025,0.5921853006103653,P5,12,13,7053,"[386.1513671875, 439.7718505859375, 840.0, 555.126708984375]",4.7561270454579185,968.9581789424651,5.801170498062984
G__f29673,S+,SYNTH,,0,0.9777894020080566,0.9803736509925658,P5,8,9,6969,"[308.9336853027344, 234.15858459472656, 529.8804321289062, 453.3763122558594]",1.9885533750775932,2.488350087020766,1.894775217372818
G__f29712,S+,SYNTH,,0,0.9616904258728027,0.9738807737983629,P5,10,15,7015,"[600.1673583984375, 386.5601806640625, 744.8717041015625, 496.9361267089844]",1.306038601837827,1.938556864770294,1.3697973726797326
G__f29713,S+,SYNTH,,0,0.49449586868286133,0.8208504510146609,P3,17,39,1399,"[527.1879272460938, 244.7068328857422, 628.550048828125, 261.91552734375]",10.511339175305507,33.60173016656349,16.519256511929253
G__f29719,S+,SYNTH,,0,0.9034532904624939,0.9478781809323538,P4,18,14,6174,"[233.4005584716797, 341.42486572265625, 344.4446105957031, 396.9985656738281]",1.5337187912773524,2.7740570154491273,1.8806237780717476
G__f29731,S+,SYNTH,,0,0.9340551495552063,0.8639786016364013,P4,9,25,4545,"[671.6429443359375, 254.32852172851562, 801.3524169921875, 325.3450927734375]",6.443835639860712,14.414026075496242,6.000549890102288
G__f29746,S+,SYNTH,,0,0.9575101733207703,0.9718717497296723,P5,11,9,6229,"[361.2214050292969, 501.2882995605469, 578.807861328125, 617.7953491210938]",4.077381087425621,9.20428115623252,4.305021786130915
G__f29767,S+,SYNTH,,0,0.9500908851623535,0.9550315072542254,P5,8,12,6972,"[388.52410888671875, 283.33160400390625, 704.1174926757812, 482.5728759765625]",5.517957645097558,8.938651284419883,5.968923630677801
G__f29816,S+,SYNTH,,0,0.9634148478507996,0.9655395262602373,P5,8,14,6174,"[518.7527465820312, 326.3639831542969, 834.3750610351562, 428.3404846191406]",1.2644080046026218,6.48788682942802,2.163091178833236
G__f29837,S+,SYNTH,,0,0.8864715099334717,0.9704176077440145,P5,6,7,5327,"[331.09228515625, 345.1582336425781, 524.6226196289062, 460.1022644042969]",2.7936086450884483,3.60784297345922,2.9703017285105915
G__f29856,S+,SYNTH,,0,0.9634904861450195,0.958949045228515,P4,11,16,4616,"[407.84600830078125, 302.845947265625, 515.710205078125, 385.26104736328125]",1.5833276095436066,2.2690940186798536,1.7332448896598422
G__f29862,S+,SYNTH,,0,0.9544852375984192,0.9524001032904393,P5,10,6,6206,"[210.40805053710938, 424.29229736328125, 392.9417724609375, 582.380859375]",2.7991534894248122,3.8874104649859036,2.9008249256238257
G__f29886,S+,SYNTH,,0,0.9584261775016785,0.9647194984203449,P5,7,14,6154,"[590.5636596679688, 330.3226013183594, 829.0466918945312, 385.00994873046875]",1.9452122183676104,4.0273334528565705,2.110015352981689
G__f29904,S+,SYNTH,,0,0.9728404879570007,0.9589900860877072,P5,9,14,6994,"[457.8662414550781, 310.12030029296875, 773.3564453125, 517.3046264648438]",3.431805701381965,10.382609537013069,3.906444527722776
G__f29911,S+,SYNTH,,0,0.9734854698181152,0.9874383916854971,P4,9,20,4540,"[518.75830078125, 240.1740264892578, 639.6697998046875, 315.03057861328125]",1.4725981637725252,2.1430728326856956,1.5807762304437831
G__f29912,S+,SYNTH,,0,0.9653154611587524,0.9065949161425058,P5,3,9,6069,"[309.0587463378906, 65.9428482055664, 582.66259765625, 286.74658203125]",8.19046592024915,14.119571155958422,9.039802151711909
G__f29956,S+,SYNTH,,0,0.9500473141670227,0.907883730858752,P4,8,20,4500,"[522.0122680664062, 205.54481506347656, 634.4324340820312, 278.0909118652344]",3.0505702664715995,4.981633769315224,3.4013316019024398
G__f29988,S+,SYNTH,,0,0.9750123023986816,0.9821877869399956,P5,10,7,7007,"[175.5914306640625, 352.98773193359375, 429.4374694824219, 548.521484375]",2.236612363925327,3.7282405738834026,2.2842019211672375
G__f29999,S+,SYNTH,,0,0.8166508078575134,0.9292447525644674,P5,6,15,6935,"[531.9918212890625, 189.98377990722656, 752.1690673828125, 299.2321472167969]",4.196812157674908,5.3616236315361165,4.399133344406698
G__f30057,S+,SYNTH,,0,0.9544574022293091,0.9587931380932232,P4,10,20,5860,"[379.8816833496094, 186.9376678466797, 464.1382141113281, 246.7793426513672]",1.2618970498881246,2.679253227212806,1.509711557618377
G__f30067,S+,SYNTH,,0,0.9368551969528198,0.9554442204364436,P5,6,14,6934,"[434.1383361816406, 151.8148956298828, 822.2783813476562, 393.9602966308594]",3.306151811194388,13.703991808714044,3.895890125715978
G__f3013,S+,SYNTH,,0,0.9572728872299194,0.9875142078169672,P5,8,7,6967,"[119.68437194824219, 179.0948486328125, 625.0298461914062, 538.9085693359375]",6.2515766317174455,9.75470939043222,6.097450044788559
G__f30131,S+,SYNTH,,0,0.938306450843811,0.9474069661551139,P4,20,20,4980,"[531.8810424804688, 562.2840576171875, 633.9325561523438, 644.28857421875]",1.689950887659371,4.620000249358135,2.8266984029314792
G__f30138,S+,SYNTH,,0,0.870403528213501,0.8940225466197009,P4,18,13,6173,"[258.170654296875, 364.46063232421875, 313.8836975097656, 404.8742370605469]",1.0375046340623446,2.4141839871259863,1.1783641150494248
G__f30151,S+,SYNTH,,0,0.9774301052093506,0.9843517108763278,P5,6,9,5329,"[461.041748046875, 268.90325927734375, 704.779541015625, 482.0780944824219]",0.7867110254602449,1.6856778668235433,0.801156509611387
G__f30153,S+,SYNTH,,0,0.20931969583034515,0.7555437661515408,P3,22,49,1809,"[534.4661865234375, 244.8968048095703, 618.7254638671875, 257.10968017578125]",19.30840478014067,48.220201707936006,29.946474465463176
G__f30160,S+,SYNTH,,0,0.9770891070365906,0.9749305208780705,P5,3,9,5269,"[449.0443420410156, 101.03563690185547, 723.1939086914062, 269.700439453125]",2.745331232786903,6.442241006868918,2.941675671478106
G__f30182,S+,SYNTH,,0,0.9182500243186951,0.7445153637518765,P5,10,4,7004,"[113.31940460205078, 379.70751953125, 240.7421112060547, 458.970458984375]",9.09828531126069,21.623475920810098,9.905169351212635
G__f30191,S+,SYNTH,,0,0.9663254022598267,0.9615624112523934,P5,6,9,6929,"[373.369384765625, 216.50436401367188, 469.93426513671875, 297.6689147949219]",0.9159679966147192,1.2440346862457594,0.9996822465586099
G__f30196,S+,SYNTH,,0,0.9534487724304199,0.9285791013717821,P5,10,15,7015,"[549.9374389648438, 353.94818115234375, 739.92041015625, 513.0472412109375]",4.383875423403073,9.809813403738413,5.179948163849477
G__f30206,S+,SYNTH,,0,0.8734167218208313,0.9510156105552688,P5,8,4,6964,"[52.29792785644531, 329.77020263671875, 329.1220703125, 375.9715270996094]",4.497420649972867,11.067502874917936,5.599004460193622
G__f30269,S+,SYNTH,,0,0.9728906750679016,0.9877595569670213,P5,9,9,8189,"[325.8705139160156, 329.5922546386719, 436.5111999511719, 432.6688232421875]",0.5896191529225601,1.373990906127731,0.7279755080650295
G__f30279,S+,SYNTH,,0,0.9802022576332092,0.9842808978273627,P5,13,4,8264,"[82.37296295166016, 435.9720153808594, 286.1538391113281, 628.010009765625]",1.5557277394885338,2.87507799065328,1.5628636450626825
G__f30290,S+,SYNTH,,0,0.942603588104248,0.9464787027729701,P4,17,15,6135,"[241.07098388671875, 334.0577697753906, 363.82086181640625, 378.6104736328125]",2.657221132245027,5.360012897713945,2.9280976222426576
G__f30298,S+,SYNTH,,0,0.9864744544029236,0.991719559413816,P5,8,9,6969,"[301.2384033203125, 253.9966278076172, 531.9889526367188, 446.92987060546875]",1.2752529409295958,2.0317341382617387,1.3556205248032367
G__f30349,S+,SYNTH,,0,0.9339084029197693,0.8730335474802625,P4,21,20,5020,"[486.24432373046875, 605.5326538085938, 660.7615966796875, 653.9405517578125]",4.35519886799067,7.8131746391443775,4.648529977189304
G__f30361,S+,SYNTH,,0,0.8705041408538818,0.8800084070300971,P4,17,25,6145,"[498.26318359375, 340.0403137207031, 556.036376953125, 362.16632080078125]",2.8379549760606393,7.134376021033304,3.0500152015902042
G__f30366,S+,SYNTH,,0,0.8941913843154907,0.9065746706185519,P4,19,20,5580,"[413.8758544921875, 433.9958801269531, 517.2766723632812, 451.6113586425781]",2.1784114233114296,6.895736541365943,2.599960344843334
G__f30379,S+,SYNTH,,1,0.10418586432933807,0.7397773337465803,P5,8,10,6970,"[365.10870361328125, 313.5279846191406, 662.438720703125, 434.2557373046875]",8.65537695515627,865.9630641999859,8.711215822277685
G__f30411,S+,SYNTH,,0,0.9616037607192993,0.9778556530028991,P5,6,13,5333,"[547.8992309570312, 165.10296630859375, 1118.8876953125, 638.1273803710938]",397.1503766018054,423.25721152649106,404.34167437054316
G__f30425,S+,SYNTH,,0,0.9725520610809326,0.9698045056199887,P5,8,5,6165,"[171.4259033203125, 329.3003845214844, 352.1495056152344, 495.9957275390625]",2.002160788188976,3.0287588932353398,2.0205271751326057
G__f30428,S+,SYNTH,,0,0.9528452157974243,0.9504128800088476,P5,7,4,6144,"[79.36407470703125, 321.0667419433594, 369.1727600097656, 397.3984680175781]",3.7090536316716913,7.8067058895034505,3.2446153355897707
G__f30446,S+,SYNTH,,0,0.940894603729248,0.9761525647664121,P5,8,9,6969,"[328.0230712890625, 267.7514343261719, 522.268798828125, 423.62835693359375]",2.0541561941451922,4.899469488260532,2.120081960642593
G__f30462,S+,SYNTH,,0,0.9716464877128601,0.9730947819914663,P5,8,9,6969,"[353.123046875, 282.76483154296875, 488.40228271484375, 404.4779968261719]",1.951757943980839,3.1104155688220363,1.9057130757942757
G__f30529,S+,SYNTH,,0,0.9815165996551514,0.9750883208205794,P5,5,9,6909,"[268.6499938964844, 98.1481704711914, 588.6207885742188, 351.7294006347656]",2.6232406032035707,4.433013719705771,3.011963868754006
G__f30540,S+,SYNTH,,0,0.9434162378311157,0.9234800288748988,P5,7,5,5345,"[19.48326873779297, 318.01849365234375, 620.0676879882812, 550.3836059570312]",6.807927730917072,113.84313289501807,7.141984729705155
G__f30549,S+,SYNTH,,0,0.9684404730796814,0.9846208621460761,P5,10,5,7005,"[71.61972045898438, 332.5081481933594, 353.3192443847656, 543.386962890625]",3.0020712869243105,4.6694471261567045,2.1855408136828425
G__f30567,S+,SYNTH,,0,0.9691670536994934,0.9803139431624597,P5,11,6,7026,"[76.45182037353516, 372.4570007324219, 498.7591247558594, 610.4447021484375]",3.7449169471809327,9.329323728040492,3.7184499679928478
G__f30593,S+,SYNTH,,0,0.9708013534545898,0.9697167192523469,P5,13,9,8269,"[230.96432495117188, 375.3880615234375, 531.0536499023438, 658.0048217773438]",3.7984858661890817,9.120109618577033,3.610520906604357
G__f3061,S+,SYNTH,,0,0.9822607636451721,0.9959655755259778,P5,10,14,7014,"[492.72149658203125, 324.7065124511719, 753.5877075195312, 544.4414672851562]",1.5314206545119282,2.23970671757402,1.6084764090378654
G__f30612,S+,SYNTH,,0,0.9429396390914917,0.9330898735447671,P4,15,16,4776,"[432.58392333984375, 410.3557434082031, 531.5777587890625, 501.1396484375]",2.330899089156699,8.995847838705359,2.335579080680982
G__f30616,S+,SYNTH,,0,0.9313622117042542,0.9429369987987132,P5,8,4,6964,"[58.837005615234375, 323.1007385253906, 348.269287109375, 387.535400390625]",7.758307742768286,9.932776578886193,8.37795283752671
G__f30628,S+,SYNTH,,0,0.9476054310798645,0.9759020753244628,P5,11,12,7032,"[468.5032653808594, 397.3147888183594, 621.556396484375, 525.0470581054688]",2.037981541712206,4.696443433110828,2.285301297364808
G__f30673,S+,SYNTH,,0,0.9608857035636902,0.9759780212342347,P5,8,12,5372,"[680.5949096679688, 435.6832580566406, 809.72216796875, 574.6424560546875]",1.2232777308146507,2.0640767258248593,1.3794982815754617
G__f30675,S+,SYNTH,,0,0.8826316595077515,0.950302932910598,P4,16,15,7055,"[263.8623046875, 311.13787841796875, 324.0933532714844, 328.6322937011719]",1.1847219281772714,1.7823741973376956,1.2458101886507016
G__f30709,S+,SYNTH,,0,0.9591551423072815,0.987775925757122,P4,14,20,5380,"[424.7474365234375, 310.511962890625, 497.1031494140625, 371.34088134765625]",0.8551883662415006,1.3227143323789,0.8828463302412026
G__f30742,S+,SYNTH,,0,0.9680801630020142,0.9792664026023894,P5,13,15,7075,"[602.0783081054688, 529.2332763671875, 737.8077392578125, 590.8016967773438]",1.642914556669256,2.7913115458533966,1.7413319694783604
G__f30782,S+,SYNTH,,0,0.970306932926178,0.9538684283646172,P5,9,14,6994,"[435.5828552246094, 282.7466125488281, 746.790283203125, 490.0731201171875]",3.6946159650764905,7.087208499894929,3.758337354335625
G__f30785,S+,SYNTH,,0,0.9472989439964294,0.9693306836743005,P5,10,9,8209,"[141.71461486816406, 262.49462890625, 663.2996826171875, 561.3442993164062]",4.910220018014191,7.382462325933119,4.707136056226368
G__f30791,S+,SYNTH,,0,0.9776387810707092,0.9820067581613771,P5,8,9,6969,"[251.20680236816406, 209.61318969726562, 606.20458984375, 515.0300903320312]",2.013204408809572,3.0018405206047665,2.0335733628280654
G__f30814,S+,SYNTH,,0,0.9249347448348999,0.8930457429001104,P4,12,20,4660,"[532.470703125, 328.78863525390625, 629.363525390625, 410.07452392578125]",3.2349392537156496,5.922485394438203,3.21883510552838
G__f3083,S+,SYNTH,,0,0.9548523426055908,0.9698093191774235,P5,11,9,7029,"[379.7742919921875, 428.7041320800781, 458.48614501953125, 511.0963134765625]",1.023109265547465,2.8132343845701326,1.0325921305443713
G__f30863,S+,SYNTH,,0,0.9542834758758545,0.9633765945303824,P5,11,15,8235,"[410.1650390625, 330.9083557128906, 741.0154418945312, 609.3130493164062]",2.733490055165301,5.319385553744089,2.8595385773783786
G__f30868,S+,SYNTH,,0,0.9660458564758301,0.9720453490988417,P5,6,11,5331,"[493.8861083984375, 233.62191772460938, 918.71484375, 520.23974609375]",6.130521913175067,13.202951560115935,7.175805773478139
G__f3087,S+,SYNTH,,0,0.8349522352218628,0.9418656753417523,P4,12,20,4660,"[552.22607421875, 354.4054260253906, 609.07373046875, 387.4313659667969]",1.0116252145456717,5.806712345527718,2.013697899356251
G__f30880,S+,SYNTH,,0,0.9529140591621399,0.6430136996830251,P5,11,13,7033,"[503.47076416015625, 433.1639709472656, 639.7359619140625, 536.332275390625]",98.69043520716808,127.14530255363063,111.85071872880789
G__f30889,S+,SYNTH,,0,0.6622796058654785,0.7123699865164608,P5,12,9,7049,"[227.9720458984375, 465.1807861328125, 608.7316284179688, 616.2811279296875]",5.054445097604815,730.3380820206808,5.281264288725152
G__f30902,S+,SYNTH,,0,0.9490801095962524,0.8592572869540737,P5,6,9,5329,"[511.39923095703125, 314.8952941894531, 660.4041137695312, 438.5981140136719]",6.801986566314457,17.751559042656776,6.312841327014089
G__f30943,S+,SYNTH,,0,0.9532909989356995,0.9687109986319514,P4,14,20,4740,"[537.9929809570312, 367.8799743652344, 620.7499389648438, 445.3580017089844]",1.4594648004107378,2.0184957899905203,1.6389878219366483
G__f30951,S+,SYNTH,,0,0.9784980416297913,0.9893236054205817,P5,8,9,6969,"[295.2599792480469, 223.86416625976562, 542.8256225585938, 465.5282287597656]",1.186386754081566,3.943097144808524,1.81445445310072
G__f30968,S+,SYNTH,,0,0.9735886454582214,0.9822649306645381,P5,6,9,6929,"[346.9920349121094, 203.27053833007812, 495.10394287109375, 336.61175537109375]",1.1245627241115514,1.9596819586378247,1.2612366738764935
G__f30979,S+,SYNTH,,0,0.8895077705383301,0.9343533671824944,P4,12,16,4656,"[415.74072265625, 320.9081726074219, 538.2877197265625, 399.343505859375]",4.348603982581293,5.06700124418625,4.375089633658045
G__f31023,S+,SYNTH,,0,0.9257531762123108,0.9143805439334266,P5,9,5,6985,"[153.83468627929688, 354.4129333496094, 274.9700927734375, 434.407470703125]",2.423754114916289,5.4626201693018395,2.615835671688325
G__f31041,S+,SYNTH,,0,0.9664096832275391,0.9704526162600603,P5,8,9,5369,"[493.71917724609375, 415.6085510253906, 659.4000244140625, 555.8948974609375]",1.2481092909688491,3.004596749459383,1.047832204238035
G__f31046,S+,SYNTH,,0,0.9266665577888489,0.9249191117751684,P4,27,20,6540,"[375.86785888671875, 545.5183715820312, 464.7808837890625, 576.4852905273438]",1.7316579558741358,3.741394379003585,1.9617785554572058
G__f31048,S+,SYNTH,,0,0.9645717144012451,0.931872646626376,P5,6,9,5329,"[389.1421203613281, 279.903076171875, 817.2220458984375, 533.1170654296875]",4.740779502768563,19.644952567405852,4.65226796878763
G__f31136,S+,SYNTH,,0,0.969854474067688,0.9704247336745104,P5,10,9,8209,"[198.74615478515625, 287.36083984375, 546.1932983398438, 524.1199340820312]",2.2266217224387566,5.521026263149174,1.7564472343450683
G__f31137,S+,SYNTH,,0,0.9622629284858704,0.9852506127648171,P5,8,9,6969,"[262.16387939453125, 209.91346740722656, 609.0750732421875, 538.8145141601562]",3.222507681722508,5.012797441338451,3.3380562267782
G__f31147,S+,SYNTH,,0,0.9191036224365234,0.8429331166396579,P4,16,20,6100,"[382.5138854980469, 323.59326171875, 463.1854553222656, 360.4955139160156]",1.33810156704638,3.9313900549491123,1.8351346917201454
G__f31153,S+,SYNTH,,0,0.9582898616790771,0.9740011522140392,P5,9,5,6985,"[88.3215103149414, 317.14532470703125, 345.7445068359375, 462.1233215332031]",1.4282495771460961,1.8620323057246502,1.3603996591084675
G__f31161,S+,SYNTH,,0,0.9015304446220398,0.9513006104155911,P5,9,12,6192,"[275.1270751953125, 400.279052734375, 877.983154296875, 548.227294921875]",253.332063132359,382.53504041381586,295.6422099549369
G__f31189,S+,SYNTH,,0,0.6811487674713135,0.7955545058380495,P3,23,48,1888,"[525.109375, 259.7021179199219, 598.7455444335938, 269.7087097167969]",1.7111779562256804,2.5467757089424046,1.904420496612294
G__f3119,S+,SYNTH,,0,0.9526853561401367,0.9569549038923542,P4,13,20,5340,"[429.8279113769531, 278.9393615722656, 490.7301025390625, 339.4652099609375]",1.4946660226132589,1.7624746863999794,1.4705383786841062
G__f31220,S+,SYNTH,,0,0.7174685001373291,0.9622681048670872,P5,6,9,5329,"[520.656982421875, 323.5927429199219, 640.8265380859375, 417.3115539550781]",2.7012002140273865,4.881658720158661,2.8413445501568044
G__f31227,S+,SYNTH,,0,0.9584754705429077,0.8814300682290438,P5,12,9,7049,"[289.9039306640625, 448.28955078125, 542.9603271484375, 609.28857421875]",5.818032131908672,12.451882518171987,7.189997432610138
G__f31238,S+,SYNTH,,0,0.9629310965538025,0.9775400089168728,P5,3,9,6869,"[326.07440185546875, 86.98871612548828, 501.95013427734375, 158.1419677734375]",1.3685082510846078,3.559593403726205,1.4361741017542446
G__f31245,S+,SYNTH,,0,0.2814364433288574,0.8444908468807878,P3,30,27,2427,"[285.5432434082031, 336.256103515625, 356.8164367675781, 349.64581298828125]",28.76982483738761,39.227403908044636,32.56806797761219
G__f31249,S+,SYNTH,,0,0.9306817650794983,0.9366061535180937,P4,19,20,5580,"[427.7652282714844, 424.1506652832031, 496.2084655761719, 450.9214782714844]",1.2515802825729043,1.5748473284146582,1.3625354279857267
G__f31257,S+,SYNTH,,0,0.953616738319397,0.9252218134231773,P4,16,25,6105,"[490.63372802734375, 308.8999328613281, 550.6395874023438, 364.4304504394531]",1.393316718998273,1.657268914817482,1.417725233376214
G__f31280,S+,SYNTH,,0,0.9423626661300659,0.9385381032962339,P5,8,10,5370,"[368.8155517578125, 350.5543518066406, 918.146240234375, 709.565673828125]",3.6824591504387434,7.642411072597537,3.877159544725565
G__f31284,S+,SYNTH,,0,0.9042533040046692,0.7833931483087132,P4,20,16,6256,"[321.5536804199219, 403.262451171875, 360.0670471191406, 443.69976806640625]",2.241074253364174,5.814906124084003,2.7553010342865503
G__f31296,S+,SYNTH,,0,0.9493472576141357,0.974387131958059,P4,16,20,4820,"[523.4852294921875, 438.2693786621094, 626.08203125, 509.23052978515625]",1.6173425262686707,2.5159879119673922,1.6822842226163814
G__f31321,S+,SYNTH,,0,0.984481692314148,0.9912174810031406,P5,6,9,5329,"[424.8910827636719, 266.57806396484375, 779.6593627929688, 539.0263671875]",1.4281952031126408,2.0194469686190177,1.3817413266337208
G__f31336,S+,SYNTH,,0,0.9251284599304199,0.9045081981810383,P4,11,23,4623,"[634.3731079101562, 308.77734375, 701.6193237304688, 343.9444885253906]",2.208301587064033,2.792634786353035,2.2357275137520958
G__f31353,S+,SYNTH,,0,0.971203625202179,0.9808211648021788,P5,11,6,8226,"[92.55589294433594, 348.11083984375, 358.033447265625, 574.4833374023438]",1.7282374335516264,4.1790085048478876,1.7990168410750411
G__f31378,S+,SYNTH,,0,0.9671065807342529,0.9556451888114916,P5,10,15,7015,"[587.2036743164062, 369.8586120605469, 749.9421997070312, 485.27294921875]",2.5102494316376625,3.1928277112188233,2.5757555641714913
G__f3141,S+,SYNTH,,0,0.9374068379402161,0.9500831065889392,P5,13,9,7069,"[243.06687927246094, 530.9949951171875, 564.3677368164062, 624.8739013671875]",2.62249919613239,10.010122131422877,3.2968326287883802
G__f31410,S+,SYNTH,,0,0.9505482316017151,0.9594411522504792,P5,9,7,5387,"[359.23675537109375, 452.82806396484375, 541.9127197265625, 650.7067260742188]",3.3985541564609303,6.6058348024539,3.74413578881614
G__f31412,S+,SYNTH,,0,0.9577742218971252,0.981060094681327,P5,12,4,7044,"[129.56814575195312, 482.8021240234375, 273.3519287109375, 565.8828735351562]",1.0625368041026697,2.0897670703451845,1.0761615748846518
G__f31420,S+,SYNTH,,0,0.9720087051391602,0.987333295829544,P5,10,5,7005,"[95.45829772949219, 316.1084289550781, 379.69482421875, 540.8948974609375]",1.5600091851750697,3.7294258676615946,1.585428455772807
G__f31421,S+,SYNTH,,0,0.9573655128479004,0.9521051311112725,P4,18,26,6186,"[511.5831604003906, 357.2199401855469, 589.1932373046875, 422.00775146484375]",1.1138465713208958,2.422843958000691,1.1434085853307172
G__f3145,S+,SYNTH,,0,0.9587573409080505,0.9643982329383669,P4,17,14,6134,"[254.5023956298828, 335.92156982421875, 350.6378479003906, 376.1860656738281]",1.4833850836419262,1.8062970259072768,1.4955847442701762
