frame_id,condition,box_conf,s_reproj,s_remove,s_flip,q_box_conf,q_s_reproj,q_s_remove,q_s_flip,R_kp_frame,R_frame_geom,R_total,v3_exposures,v5_exposures
1779448757659922432.png,nighttime,0.936104,0.098600,0.046847,0.017051,0.563333,0.030000,0.023333,0.263333,0.368801,0.100947,0.192949,3,2
1779448765365640960.png,nighttime,0.912520,0.066884,0.046346,0.017987,0.323333,0.063333,0.030000,0.250000,0.252421,0.111323,0.167632,2,2
1779448765899578624.png,nighttime,0.939564,0.069578,0.027171,0.016038,0.636667,0.056667,0.136667,0.276667,0.387695,0.192183,0.272962,3,2
1779448765966384896.png,nighttime,0.947524,0.075671,0.029727,0.008683,0.716667,0.043333,0.090000,0.676667,0.456701,0.208540,0.308610,3,2
1779448766099561472.png,nighttime,0.941228,0.030368,0.018678,0.012028,0.663333,0.123333,0.316667,0.450000,0.483730,0.328592,0.398685,3,3
1779448770202126592.png,nighttime,0.873140,0.007189,0.013953,0.010323,0.123333,0.710000,0.610000,0.530000,0.273924,0.410191,0.335203,3,2
1779448772136867584.png,nighttime,0.864364,0.000432,inf,0.001016,0.023333,0.996667,0.003333,0.996667,0.685689,0.093754,0.253547,2,2
1779448868035222528.png,nighttime,0.937102,0.002712,0.004297,0.003571,0.610000,0.970000,0.976667,0.976667,0.623611,0.866759,0.735201,2,4
1779448872905228800.png,nighttime,0.938597,0.008154,0.012598,0.021603,0.630000,0.643333,0.663333,0.170000,0.373891,0.462370,0.415783,3,3
1779448874072710400.png,nighttime,0.931762,0.003379,0.006083,0.010752,0.516667,0.916667,0.943333,0.496667,0.622124,0.686338,0.653443,3,4
1779448874606688512.png,nighttime,0.936542,0.009252,0.015434,0.019365,0.576667,0.556667,0.503333,0.223333,0.440621,0.435845,0.438226,2,3
1779448878175770624.png,nighttime,0.926618,0.005729,0.008718,0.008347,0.483333,0.816667,0.856667,0.710000,0.532199,0.699988,0.610355,3,3
1779448880010447104.png,nighttime,0.865299,0.002960,0.004602,0.025725,0.030000,0.963333,0.970000,0.130000,0.267519,0.245699,0.256377,2,2
1779448883846637568.png,nighttime,0.947749,0.001059,0.001739,0.012844,0.730000,0.990000,0.996667,0.416667,0.498405,0.740158,0.607370,3,3
1779448884346571520.png,nighttime,0.931194,0.003860,0.006491,0.005604,0.510000,0.910000,0.930000,0.870000,0.550277,0.782805,0.656323,2,4
1779448884613390336.png,nighttime,0.943543,0.004505,0.007081,0.017159,0.683333,0.896667,0.910000,0.256667,0.424406,0.615062,0.510917,3,3
1779448885213875200.png,nighttime,0.931862,0.002356,0.003713,0.010230,0.523333,0.976667,0.983333,0.536667,0.572674,0.720664,0.642421,3,3
1779448887315625984.png,nighttime,0.919459,0.007527,0.012471,0.004659,0.390000,0.690000,0.676667,0.930000,0.485790,0.641494,0.558240,3,3
1779448888516226816.png,nighttime,0.892885,0.008641,0.014602,0.004403,0.210000,0.590000,0.556667,0.936667,0.466668,0.504154,0.485049,3,3
1779448891117993216.png,nighttime,0.945024,0.009630,0.015196,0.011394,0.690000,0.530000,0.510000,0.470000,0.452946,0.544124,0.496446,3,3
1779448893720145408.png,nighttime,0.863015,0.005500,0.008575,0.014278,0.016667,0.856667,0.863333,0.356667,0.313275,0.257499,0.284021,3,2
1779448896321628672.png,nighttime,0.932576,0.002213,0.003598,0.007615,0.530000,0.983333,0.990000,0.756667,0.475648,0.790459,0.613172,2,3
1779448897822947584.png,nighttime,0.925472,0.010582,0.015946,0.012766,0.470000,0.463333,0.470000,0.423333,0.332223,0.456240,0.389324,3,3
1779448898089769472.png,nighttime,0.880334,0.003284,0.005135,0.008518,0.150000,0.930000,0.956667,0.683333,0.540206,0.549531,0.544849,2,3
1779448899690639872.png,nighttime,0.935623,0.005303,0.008004,0.009027,0.543333,0.870000,0.890000,0.650000,0.422513,0.723140,0.552753,3,3
1779448901859069952.png,nighttime,0.871894,0.009869,0.014117,0.003230,0.110000,0.516667,0.596667,0.983333,0.674471,0.427326,0.536860,3,3
1779448905161279744.png,nighttime,0.873356,0.006955,0.013469,0.009908,0.130000,0.736667,0.636667,0.576667,0.472215,0.433025,0.452195,2,3
1779448906628965120.png,nighttime,0.935704,0.006444,0.010327,0.003772,0.550000,0.750000,0.756667,0.963333,0.741237,0.740502,0.740869,3,4
1779448907529834752.png,nighttime,0.947617,0.007967,0.012286,0.013316,0.723333,0.663333,0.690000,0.390000,0.503633,0.599440,0.549452,3,3
1779448908063256832.png,nighttime,0.906228,0.006138,0.010276,0.028625,0.290000,0.763333,0.763333,0.096667,0.311576,0.357500,0.333749,2,2
1779448911332178688.png,nighttime,0.910587,0.010078,0.016130,0.007228,0.310000,0.496667,0.456667,0.770000,0.576604,0.482369,0.527386,3,3
1779448912799907840.png,nighttime,0.946066,0.006046,0.009427,0.012933,0.703333,0.770000,0.810000,0.410000,0.588213,0.651224,0.618917,2,3
1779448913734283776.png,nighttime,0.951780,0.012276,0.019317,0.004172,0.750000,0.370000,0.276667,0.943333,0.589092,0.518766,0.552812,2,3
1779448914634553344.png,nighttime,0.954377,0.009525,0.014085,0.007058,0.770000,0.536667,0.603333,0.783333,0.595230,0.664775,0.629042,2,3
1779448915368495616.png,nighttime,0.956051,0.012033,0.016993,0.009562,0.776667,0.376667,0.416667,0.590000,0.535484,0.517855,0.526596,3,3
1779448916902936320.png,nighttime,0.940328,0.009149,0.014283,0.005118,0.650000,0.563333,0.576667,0.910000,0.582216,0.662081,0.620866,3,3
1779448921372761344.png,nighttime,0.963456,0.011694,0.018829,0.006347,0.876667,0.410000,0.296667,0.830000,0.552608,0.545433,0.549009,3,3
1779448922306795264.png,nighttime,0.926870,0.006455,0.011795,0.009289,0.490000,0.743333,0.710000,0.623333,0.568228,0.633636,0.600041,3,3
1779448928244129536.png,nighttime,0.963957,0.012308,0.018969,0.003597,0.890000,0.363333,0.290000,0.970000,0.579523,0.549182,0.564149,2,3
1779448928544302080.png,nighttime,0.967988,0.022907,0.029699,0.003940,0.976667,0.136667,0.103333,0.956667,0.441797,0.338924,0.386957,3,2
1779448928677886464.png,nighttime,0.964399,0.024597,0.021995,0.002592,0.896667,0.130000,0.216667,0.990000,0.501920,0.397649,0.446753,2,3
1779448929511659776.png,nighttime,0.966974,0.034224,0.009687,0.009135,0.963333,0.116667,0.790000,0.643333,0.521435,0.488874,0.504892,2,3
1779448932280312576.png,nighttime,0.938568,0.004270,0.008513,0.004972,0.623333,0.903333,0.870000,0.923333,0.266826,0.820090,0.467783,3,3
1779448934215082240.png,nighttime,0.960921,0.003361,0.006720,0.004076,0.836667,0.923333,0.923333,0.950000,0.284181,0.907294,0.507776,3,3
1779448934748818176.png,nighttime,0.943483,0.003119,0.007378,0.004978,0.676667,0.943333,0.903333,0.916667,0.567662,0.852658,0.695717,2,4
1779449001246239488.png,nighttime,0.896843,0.013612,0.020406,0.041188,0.236667,0.310000,0.243333,0.070000,0.133700,0.188018,0.158550,2,2
1779449001980044800.png,nighttime,0.896595,0.008507,0.013276,0.040832,0.230000,0.603333,0.656667,0.076667,0.244579,0.289107,0.265913,2,2
1779449007984289536.png,nighttime,0.885509,0.017849,0.029064,0.022444,0.183333,0.210000,0.110000,0.156667,0.136827,0.160494,0.148189,3,2
1779449008351223552.png,nighttime,0.921303,0.015094,0.022873,0.073095,0.416667,0.283333,0.203333,0.050000,0.144992,0.186130,0.164278,2,2
1779449008551388928.png,nighttime,0.887807,0.011724,0.018347,0.194441,0.190000,0.403333,0.343333,0.043333,0.133457,0.183755,0.156599,3,2
1779449013087889920.png,nighttime,0.866701,0.020723,0.033349,0.062557,0.063333,0.170000,0.043333,0.056667,0.095198,0.071706,0.082621,2,1
1779449040307016448.png,nighttime,0.921582,0.009793,0.016083,0.008917,0.423333,0.523333,0.463333,0.656667,0.490192,0.509536,0.499771,3,3
1779449044409757184.png,nighttime,0.880080,0.010053,0.016465,0.018111,0.143333,0.503333,0.436667,0.236667,0.412877,0.293848,0.348315,3,2
1779449050447654400.png,nighttime,0.940871,0.021334,0.030844,0.015857,0.656667,0.143333,0.063333,0.290000,0.265936,0.203906,0.232865,2,2
1779449062056113408.png,nighttime,0.913171,0.190969,0.052433,0.023658,0.350000,0.003333,0.016667,0.136667,0.195916,0.040375,0.088939,3,1
1779449062155905024.png,nighttime,0.912954,0.166174,0.026224,0.042413,0.343333,0.010000,0.156667,0.063333,0.234368,0.076398,0.133810,2,2
1779449795274347776.png,nighttime,0.853046,0.014501,0.023150,0.034806,0.003333,0.290000,0.183333,0.083333,0.114230,0.061992,0.084151,3,1
1779449798176168704.png,nighttime,0.898138,0.012987,0.020456,0.019902,0.243333,0.323333,0.230000,0.190000,0.161857,0.242149,0.197974,3,2
1779449807883062528.png,nighttime,0.871675,0.008192,0.012556,0.011734,0.103333,0.636667,0.670000,0.463333,0.472636,0.378033,0.422697,3,3
1779449808550224384.png,nighttime,0.883517,0.010852,0.018016,0.028336,0.170000,0.443333,0.350000,0.103333,0.349769,0.228492,0.282700,3,2
1779449808783633664.png,nighttime,0.865704,0.005577,0.008200,0.015691,0.043333,0.843333,0.876667,0.296667,0.526827,0.312235,0.405578,2,3
1779449812353533952.png,nighttime,0.900851,0.012559,0.019751,0.014388,0.256667,0.330000,0.256667,0.350000,0.318274,0.295345,0.306595,3,2
1779449814954764288.png,nighttime,0.865384,0.002989,0.004802,0.013360,0.036667,0.956667,0.963333,0.383333,0.547599,0.337362,0.429813,3,3
1779449815855296768.png,nighttime,0.912030,0.009451,0.014346,0.028109,0.316667,0.543333,0.570000,0.110000,0.385645,0.322281,0.352542,3,2
1779449815988695296.png,nighttime,0.902835,0.008416,0.013585,0.029839,0.276667,0.610000,0.630000,0.090000,0.360888,0.312764,0.335966,2,2
1779449816188777216.png,nighttime,0.901744,0.011448,0.017588,0.026612,0.270000,0.416667,0.376667,0.116667,0.341780,0.265164,0.301044,3,2
1779449819557841152.png,nighttime,0.929154,0.008363,0.014213,0.005206,0.496667,0.616667,0.590000,0.890000,0.578561,0.633271,0.605298,3,3
1779449820125051392.png,nighttime,0.935717,0.008547,0.013438,0.008255,0.556667,0.596667,0.643333,0.716667,0.555673,0.625562,0.589583,2,3
1779449820258388224.png,nighttime,0.883839,0.004521,0.006948,0.015678,0.176667,0.890000,0.916667,0.303333,0.431084,0.457266,0.443982,3,3
1779449821692792064.png,nighttime,0.868054,0.010827,0.017077,0.023483,0.083333,0.450000,0.396667,0.143333,0.340215,0.214882,0.270382,2,2
1779449821892909824.png,nighttime,0.900916,0.012461,0.018683,0.008060,0.263333,0.350000,0.310000,0.723333,0.389719,0.379157,0.384401,3,2
1779449823427400448.png,nighttime,0.963575,0.018724,0.029757,0.007396,0.883333,0.196667,0.083333,0.763333,0.377009,0.324225,0.349623,2,2
1779449824361404416.png,nighttime,0.952607,0.015764,0.026699,0.012141,0.756667,0.276667,0.143333,0.443333,0.409366,0.339613,0.372862,3,2
1779449824661768960.png,nighttime,0.946720,0.012536,0.021392,0.009974,0.710000,0.336667,0.223333,0.563333,0.453621,0.416432,0.434629,3,3
1779449824894970368.png,nighttime,0.956285,0.016317,0.025762,0.007983,0.783333,0.250000,0.163333,0.730000,0.428226,0.390905,0.409140,3,3
1779449824962068992.png,nighttime,0.941702,0.011119,0.018464,0.010167,0.670000,0.436667,0.330000,0.543333,0.493402,0.478576,0.485933,2,3
1779449827063651072.png,nighttime,0.965435,0.017478,0.029837,0.006338,0.936667,0.230000,0.076667,0.836667,0.383993,0.342861,0.362845,3,2
1779449827163493120.png,nighttime,0.922764,0.007301,0.012323,0.008372,0.443333,0.696667,0.683333,0.703333,0.478340,0.620708,0.544894,2,3
1779449831199453952.png,nighttime,0.871476,0.007858,0.011371,0.015209,0.096667,0.670000,0.743333,0.330000,0.433918,0.355028,0.392496,3,3
1779449831332899840.png,nighttime,0.896454,0.008027,0.012066,0.014230,0.223333,0.650000,0.703333,0.363333,0.378624,0.438867,0.407634,3,3
1779449831566656000.png,nighttime,0.964615,0.008778,0.014369,0.009464,0.903333,0.583333,0.563333,0.596667,0.562984,0.648732,0.604339,3,3
1779449832133422848.png,nighttime,0.958480,0.010141,0.016441,0.007020,0.810000,0.490000,0.443333,0.790000,0.500247,0.610604,0.552678,2,3
1779449846043288576.png,nighttime,0.962494,0.011432,0.014991,0.008856,0.850000,0.423333,0.530000,0.663333,0.565820,0.596386,0.580902,3,3
1779449846610320128.png,nighttime,0.963381,0.010163,0.015509,0.007120,0.863333,0.483333,0.496667,0.776667,0.536865,0.633405,0.583141,3,3
1779449847110726912.png,nighttime,0.960434,0.019220,0.023092,0.006111,0.823333,0.183333,0.190000,0.850000,0.561235,0.395137,0.470919,3,3
